symbol_ensembl	Gag	GagMCP	GagZipMCP	EPN24MCP	No_Exporter_Psi	No_Exporter_MS2x8	NoDNA	Wildtype
ENSG00000264895	1	0	1	0	0	0	2	0
RN7SL230P_ENSG00000264916	0	1	0	0	0	0	0	0
SP2-DT_ENSG00000264920	80	79	74	83	71	85	93	95
ENSG00000264932	0	2	0	4	0	0	0	0
SH3GL1P2_ENSG00000264943	3	0	6	9	2	1	4	6
TWSG1-DT_ENSG00000264964	7	8	3	5	2	5	15	9
ENSG00000264968	0	1	0	0	0	0	1	0
ENSG00000264970	0	0	0	0	0	0	3	0
PRR13P4_ENSG00000264971	0	0	0	1	0	0	0	0
ENSG00000264985	0	0	2	0	0	0	0	0
ENSG00000265008	5	0	0	0	0	0	8	10
ENSG00000265010	0	0	1	0	0	0	0	0
AGAP12P_ENSG00000265018	1	10	13	6	2	6	0	3
ENSG00000265043	0	1	4	3	1	2	0	3
ENSG00000265055	8	4	7	9	4	10	16	16
ENSG00000265091	0	0	0	0	1	0	1	0
FTLP12_ENSG00000265095	3	6	0	1	1	1	2	5
C1QTNF1-AS1_ENSG00000265096	0	0	0	0	0	2	0	0
ENSG00000265100	2	3	13	7	8	4	0	4
GJA5_ENSG00000265107	1	6	0	3	1	1	2	7
ENSG00000265136	1	0	0	0	0	0	0	0
MIR133A1HG_ENSG00000265142	1	2	1	0	3	2	0	0
TSPOAP1-AS1_ENSG00000265148	7	7	11	2	11	7	9	5
LRRC37A7P_ENSG00000265158	2	3	6	6	19	3	8	5
ENSG00000265179	0	4	0	2	0	0	0	0
SRP72P1_ENSG00000265182	0	4	2	0	0	2	4	6
SNORD3B-1_ENSG00000265185	1	2	16	2	0	6	0	5
ANXA8_ENSG00000265190	0	0	0	1	1	0	0	4
ENSG00000265194	7	14	10	15	13	16	5	8
RBP3_ENSG00000265203	1	0	0	0	2	0	0	1
ENSG00000265205	0	1	0	0	0	0	0	0
ENSG00000265218	17	6	6	12	3	11	2	2
ENSG00000265222	0	0	0	0	0	1	2	0
RBM8A_ENSG00000265241	5201	5222	5516	5424	4381	6017	4693	4370
ENSG00000265254	8	15	7	20	6	15	14	10
PGDP1_ENSG00000265273	1	6	0	0	1	4	6	4
ARGFXP2_ENSG00000265293	0	0	0	2	0	1	0	0
FEM1AP2_ENSG00000265296	0	0	0	0	0	0	4	0
ENSG00000265298	50	45	50	37	25	57	17	33
TIMM23_ENSG00000265354	1797	2001	1896	1893	1716	2382	1840	1655
GLUD1P2_ENSG00000265366	1	1	6	1	1	2	2	2
PCAT18_ENSG00000265369	0	0	0	0	0	0	0	2
RN7SL219P_ENSG00000265386	0	0	0	0	0	2	0	0
ENSG00000265393	1	0	0	2	0	4	0	2
ENSG00000265399	6	9	3	4	7	3	4	7
ENSG00000265413	0	1	3	0	0	3	0	0
ENSG00000265417	0	0	0	1	3	2	1	7
ENSG00000265437	0	0	1	1	0	1	4	1
ENSG00000265443	0	0	2	1	0	0	0	0
CLASP1-AS1_ENSG00000265451	6	7	6	2	4	3	4	0
NARF-AS2_ENSG00000265458	98	52	32	72	38	75	69	72
ENSG00000265478	7	4	0	5	0	12	3	4
DTX2P1-UPK3BP1-PMS2P11_ENSG00000265479	37	40	62	42	24	47	35	23
KRT18P55_ENSG00000265480	0	2	0	5	0	4	7	9
LINC01915_ENSG00000265485	0	0	0	2	0	0	0	0
ARHGAP44-AS1_ENSG00000265489	0	0	0	5	0	0	0	0
RNF115_ENSG00000265491	2062	2191	2178	1970	1715	2492	1852	1436
ENSG00000265494	0	0	0	3	0	0	0	0
ENSG00000265496	0	1	0	0	0	0	0	0
ENSG00000265511	14	9	6	2	0	3	1	4
ELOCP27_ENSG00000265545	0	0	0	0	2	1	0	0
RN7SL605P_ENSG00000265566	0	0	4	1	2	0	0	0
WDR45BP1_ENSG00000265574	2	1	0	0	0	2	0	2
CFAP298-TCP10L_ENSG00000265590	56	65	98	57	58	51	47	40
ENSG00000265625	0	0	0	3	0	3	0	1
ENSG00000265626	0	0	0	0	0	2	0	0
ENSG00000265630	0	0	0	0	0	0	0	2
TUFMP1_ENSG00000265646	4	0	1	2	0	0	0	1
ENSG00000265656	0	4	0	0	0	0	0	0
RARA-AS1_ENSG00000265666	72	53	62	89	55	49	57	95
ENSG00000265678	5	9	3	10	0	18	2	8
RPL17_ENSG00000265681	2409	2609	2601	2720	2394	3348	2446	2779
SYPL1P2_ENSG00000265683	2	3	10	12	6	7	4	3
RN7SL378P_ENSG00000265684	0	0	0	0	0	0	0	1
MAFG-DT_ENSG00000265688	142	156	168	174	171	177	207	236
ENSG00000265690	21	63	26	17	19	18	10	33
LINC01970_ENSG00000265692	17	1	22	28	13	23	9	19
ENSG00000265702	23	10	18	10	8	11	0	0
ENSG00000265713	0	2	0	1	0	1	0	0
ENSG00000265728	0	6	0	1	1	0	1	1
RN7SL5P_ENSG00000265735	3	2	3	0	2	3	6	3
ENSG00000265750	4	5	2	8	6	3	1	5
ENSG00000265752	0	0	2	6	0	1	1	0
RN7SL444P_ENSG00000265753	0	0	0	0	1	0	0	3
ZNF488_ENSG00000265763	79	88	104	84	72	135	172	196
ZNF516-AS1_ENSG00000265778	52	51	52	47	57	76	96	69
CYP4F35P_ENSG00000265787	6	1	3	3	1	8	0	1
RNASEH1P1_ENSG00000265790	0	0	0	0	0	2	3	0
ENSG00000265791	0	0	0	0	0	1	0	0
ENSG00000265798	0	1	1	1	1	3	0	0
ENSG00000265799	0	0	0	0	0	0	0	1
ENSG00000265800	0	0	0	0	0	2	0	0
SEC22B_ENSG00000265808	1802	1796	1981	2056	1611	2421	1895	1767
FSBP_ENSG00000265817	200	216	235	236	184	296	340	348
LINC01029_ENSG00000265843	0	0	1	0	0	0	0	0
DSCAS_ENSG00000265888	2	5	0	0	6	4	14	9
ENSG00000265907	8	7	9	7	9	2	1	0
ENSG00000265908	2	0	2	0	0	1	0	0
ENSG00000265912	13	11	8	11	5	11	14	0
ENSG00000265916	3	16	9	5	1	9	4	7
ENSG00000265936	1	9	5	4	8	8	4	2
UBE2CP2_ENSG00000265939	3	7	9	4	3	4	2	3
ENSG00000265943	1	4	3	3	4	8	3	1
GACAT2_ENSG00000265962	33	30	29	15	21	30	32	34
TXNIP_ENSG00000265972	2786	2839	3008	2799	2382	3270	3357	4774
GATA6-AS1_ENSG00000266010	65	28	27	33	28	65	17	77
SRGAP2_ENSG00000266028	1346	1466	1506	1433	1001	1668	1687	2083
SLC9A3R1-AS1_ENSG00000266036	0	3	0	0	0	0	0	0
NDUFV2-AS1_ENSG00000266053	20	14	9	15	15	20	16	18
POLRMTP1_ENSG00000266066	8	14	13	11	21	5	6	13
BAHCC1_ENSG00000266074	821	680	879	828	607	986	1302	1877
RN7SL574P_ENSG00000266075	0	0	1	0	0	0	0	0
ENSG00000266076	0	0	0	0	0	0	1	0
SNORA59B_ENSG00000266079	0	0	0	0	0	0	2	4
ENSG00000266086	18	6	8	13	6	11	0	1
RASSF5_ENSG00000266094	213	231	204	158	198	242	293	406
ENSG00000266126	0	1	0	2	0	2	0	0
ZNF415P1_ENSG00000266127	0	0	2	0	0	0	0	0
RHOT1P1_ENSG00000266145	0	1	0	1	0	1	1	1
ENSG00000266171	2	2	4	6	1	2	0	0
STRADA_ENSG00000266173	448	405	444	422	310	451	436	372
ENSG00000266184	0	0	0	1	0	0	0	0
PNLIPRP2_ENSG00000266200	33	15	30	21	14	24	1	0
NARF-IT1_ENSG00000266236	3	6	0	3	0	7	0	2
LINC00683_ENSG00000266256	6	10	17	2	5	2	9	5
LINC01909_ENSG00000266258	0	2	0	1	0	0	0	0
ENSG00000266261	5	0	1	4	5	1	0	1
KLF14_ENSG00000266265	29	41	37	32	28	43	40	38
RN7SL138P_ENSG00000266274	0	0	0	0	1	0	0	1
UBL5P2_ENSG00000266282	1	0	1	0	1	1	0	1
ENSG00000266283	8	2	2	5	0	1	5	1
ENSG00000266289	0	1	2	4	0	1	0	0
DYNLL2-DT_ENSG00000266290	0	0	2	0	0	0	0	0
ARIH2P1_ENSG00000266296	0	2	1	0	0	2	0	0
ENSG00000266302	0	0	0	1	0	0	0	1
ENSG00000266306	2	2	0	0	0	1	1	7
ENSG00000266313	3	3	2	0	1	0	0	1
NBPF15_ENSG00000266338	1079	1138	1260	1090	733	1366	889	992
ENSG00000266340	0	0	1	1	0	0	0	0
LINC02074_ENSG00000266357	0	2	0	0	0	0	0	0
ENSG00000266365	0	0	0	1	1	0	0	1
ENSG00000266368	0	0	0	0	0	2	2	0
ENSG00000266371	0	0	1	0	0	4	0	0
ENSG00000266378	2	0	2	0	0	2	0	0
ENSG00000266401	0	0	3	1	0	0	0	0
SNHG25_ENSG00000266402	0	2	0	1	1	4	1	4
CBX3P2_ENSG00000266405	18	14	15	10	3	18	16	14
NCOA4_ENSG00000266412	4603	4910	4981	4649	3777	5512	4140	3883
ARHGAP28-AS1_ENSG00000266441	2	1	5	5	6	3	8	3
NARF-AS1_ENSG00000266445	4	1	0	4	0	0	4	0
ENSG00000266446	1	2	0	0	1	0	0	4
ENSG00000266456	6	9	10	14	4	9	2	8
ENSG00000266466	0	0	0	0	0	0	0	5
ENSG00000266469	3	0	3	5	2	5	6	5
MRPS21_ENSG00000266472	2218	2217	2504	2352	2049	2874	2001	1792
HELZ-AS1_ENSG00000266473	14	17	12	15	7	21	3	4
ENSG00000266479	0	0	0	0	0	1	1	0
ENSG00000266490	21	14	14	30	8	18	7	13
ENSG00000266498	1	0	0	2	0	0	0	0
ATG12P1_ENSG00000266501	0	0	0	2	0	0	0	0
ENSG00000266522	0	1	0	1	2	1	2	0
GDF10_ENSG00000266524	0	2	6	0	1	3	8	7
ENSG00000266527	0	3	3	7	0	0	0	3
ENSG00000266538	3	0	1	0	0	0	0	0
ENSG00000266541	0	3	0	0	0	0	0	0
EIF1P5_ENSG00000266563	0	0	1	0	0	0	0	0
ENSG00000266573	0	2	0	0	0	3	4	2
ENSG00000266601	0	0	0	1	2	2	0	0
ENSG00000266602	0	1	0	0	0	0	0	0
ENSG00000266642	0	0	1	0	0	0	0	0
SETP3_ENSG00000266648	3	4	10	7	0	1	4	6
ENSG00000266677	6	5	7	0	0	2	2	0
ENSG00000266680	24	17	35	13	25	25	21	20
PSMD7P1_ENSG00000266707	0	0	0	0	1	1	0	0
ENSG00000266708	1	0	1	0	0	0	1	0
ENSG00000266709	40	47	52	38	29	76	62	64
MYO15B_ENSG00000266714	197	204	203	183	113	264	146	347
ENSG00000266717	0	0	0	0	0	3	0	0
TBC1D29P_ENSG00000266733	0	4	0	0	0	0	0	1
ENSG00000266744	0	5	0	0	0	0	0	0
MIR3661_ENSG00000266751	0	0	0	0	0	0	0	2
SH3GL1P1_ENSG00000266777	13	7	28	21	4	18	1	6
ENSG00000266783	3	8	11	6	9	13	1	0
ENSG00000266801	1	3	0	1	0	2	0	2
ENSG00000266821	1	4	1	0	0	2	3	4
ENSG00000266824	1	4	0	0	0	0	2	1
IGBP1P2_ENSG00000266826	10	2	4	4	0	1	2	2
ENSG00000266830	0	0	0	0	0	0	1	0
GAPLINC_ENSG00000266835	0	0	3	0	0	0	0	0
ENSG00000266846	0	0	0	0	0	3	0	0
ENSG00000266850	1	3	2	0	0	2	1	6
ENSG00000266865	17	34	42	22	27	42	18	19
ENSG00000266876	2	2	2	1	0	3	1	0
ENSG00000266891	1	0	0	0	0	0	0	1
ENSG00000266896	9	9	12	0	1	14	4	18
AKR1B1P7_ENSG00000266899	1	2	0	1	2	2	5	2
ENSG00000266900	1	1	0	0	0	0	0	0
CEACAM16-AS1_ENSG00000266903	0	6	0	2	0	3	1	2
LINC00663_ENSG00000266904	41	46	47	67	36	45	43	47
ENSG00000266907	0	0	0	0	0	1	0	0
ENSG00000266908	0	0	2	0	0	0	0	0
ENSG00000266910	9	2	10	8	0	12	8	5
LINC01841_ENSG00000266913	0	0	0	0	0	3	0	1
ZNF793-AS1_ENSG00000266916	2	1	2	4	5	0	2	0
ENSG00000266918	1	3	3	5	2	1	2	0
ACTBP9_ENSG00000266920	3	6	1	1	2	2	0	0
ZNF230-DT_ENSG00000266921	14	17	6	35	22	28	11	7
ENSG00000266929	0	0	0	0	2	0	0	0
ENSG00000266932	0	0	0	3	0	1	0	0
MADCAM1-AS1_ENSG00000266933	10	11	10	3	13	15	2	10
ENSG00000266934	0	0	0	1	0	0	0	0
ENSG00000266938	0	0	0	0	1	0	1	0
ENSG00000266944	1	0	0	0	0	0	0	0
ENSG00000266947	40	56	51	35	37	50	40	30
ENSG00000266950	0	0	0	0	0	3	2	0
ENSG00000266953	0	3	0	5	0	0	1	3
HSD17B1-AS1_ENSG00000266962	306	296	402	411	321	485	383	484
FXYD1_ENSG00000266964	3	2	1	1	8	6	5	12
ENSG00000266965	2	0	1	0	0	0	0	0
AARSD1_ENSG00000266967	576	588	639	452	338	639	198	260
SOCS3-DT_ENSG00000266970	1	3	2	5	0	0	3	2
ENSG00000266980	1	8	4	4	2	12	4	7
DHX40P1_ENSG00000266992	9	4	3	15	5	11	7	19
ENSG00000266993	8	8	4	5	4	8	0	5
ENSG00000266997	1	0	0	0	0	1	0	0
ENSG00000266998	4	0	1	1	2	11	4	1
ENSG00000267001	4	11	10	10	10	26	20	3
ENSG00000267002	494	526	612	517	307	616	274	356
ENSG00000267006	0	0	0	2	0	1	0	0
ENSG00000267009	2	0	4	10	3	4	3	3
ENSG00000267011	4	0	2	5	0	0	0	0
ENSG00000267016	0	0	0	0	0	0	0	1
ENSG00000267022	0	1	0	0	0	0	0	0
LRRC37A16P_ENSG00000267023	61	75	63	86	83	78	91	68
ENSG00000267024	1	0	4	0	3	7	3	0
ENSG00000267026	0	0	0	0	0	0	0	2
ENSG00000267032	0	0	0	0	1	0	0	0
ENSG00000267033	2	0	1	0	0	1	0	0
ENSG00000267036	0	0	0	0	4	3	0	0
ENSG00000267040	39	38	40	53	50	59	53	46
ZNF850_ENSG00000267041	364	407	516	352	278	492	257	223
ENSG00000267042	0	0	1	1	0	0	0	0
E2F3P1_ENSG00000267046	0	0	0	0	0	1	0	0
ENSG00000267048	7	4	8	12	5	5	9	18
ENSG00000267049	10	6	17	7	7	6	14	16
ENSG00000267051	0	0	0	5	0	0	0	0
ENSG00000267052	3	4	1	4	4	1	1	0
ENSG00000267053	5	2	4	0	0	2	0	2
ENSG00000267056	0	1	0	0	0	0	0	0
LINC01905_ENSG00000267057	0	0	0	1	0	0	0	0
ENSG00000267058	7	22	28	10	10	15	13	13
ENSG00000267059	5	12	3	5	9	5	3	0
PTGES3L_ENSG00000267060	40	40	48	42	46	63	39	39
UXT-AS1_ENSG00000267064	12	20	19	16	13	28	11	8
LINC02080_ENSG00000267065	0	0	0	0	0	2	1	0
ENSG00000267069	1	4	1	0	0	0	0	0
ENSG00000267072	1	0	0	3	1	5	0	2
ENSG00000267073	0	2	9	1	2	4	0	0
MIX23P3_ENSG00000267076	1	0	0	1	2	1	1	0
ENSG00000267077	3	8	4	1	1	4	2	1
ENSG00000267078	0	3	0	0	0	2	0	0
ASB16-AS1_ENSG00000267080	385	349	332	332	231	414	292	381
KRT18P61_ENSG00000267083	5	2	8	3	3	1	0	0
ENSG00000267088	0	0	0	1	2	0	0	0
CTBP2P7_ENSG00000267091	0	0	3	0	0	0	0	0
ENSG00000267096	3	6	5	7	0	3	0	1
ILF3-DT_ENSG00000267100	727	592	676	640	622	807	558	554
ENSG00000267105	1	0	0	0	0	0	0	0
ZNF561-AS1_ENSG00000267106	217	181	233	160	161	227	138	122
PCAT19_ENSG00000267107	5	8	9	4	13	5	4	4
ENSG00000267110	0	0	0	0	0	6	0	0
PMM2P2_ENSG00000267116	2	0	0	0	0	1	0	0
ENSG00000267117	0	2	2	0	1	1	0	6
ENSG00000267120	11	1	0	2	6	4	4	4
FMNL1-DT_ENSG00000267121	32	49	27	17	13	20	9	37
ENSG00000267122	2	0	7	1	0	2	2	3
SCAT1_ENSG00000267123	0	3	0	0	0	1	0	0
ENSG00000267127	11	12	3	19	3	9	5	9
RNF157-AS1_ENSG00000267128	14	7	6	2	6	10	7	7
ENSG00000267130	0	1	0	0	0	0	0	0
ENSG00000267131	0	0	0	0	0	2	0	1
ENSG00000267136	0	0	1	0	1	0	0	0
ENSG00000267140	1	2	4	0	0	4	8	0
ZNF222-DT_ENSG00000267144	1	0	0	0	0	1	0	0
LINC01842_ENSG00000267147	0	1	0	0	0	0	2	5
ENSG00000267149	0	0	2	0	0	0	0	0
ENSG00000267150	0	6	8	0	1	5	1	1
MIR2117HG_ENSG00000267151	1	0	0	2	0	1	0	0
ENSG00000267152	2	2	1	0	3	9	9	1
TPMTP1_ENSG00000267156	2	2	1	1	0	1	7	1
ENSG00000267157	4	2	7	0	0	1	0	1
ENSG00000267160	2	9	10	7	10	12	9	8
ENSG00000267166	0	0	0	0	0	0	1	0
ADGRL1-AS1_ENSG00000267169	57	51	74	58	50	70	54	62
ENSG00000267172	0	0	0	0	0	2	0	4
ENSG00000267174	0	0	0	4	1	0	0	1
PHF5CP_ENSG00000267178	0	1	0	0	0	0	0	2
ENSG00000267179	0	1	0	0	0	0	0	0
ENSG00000267184	0	0	0	0	0	0	0	1
PTP4A2P1_ENSG00000267185	4	9	11	3	5	9	5	4
TYMSP2_ENSG00000267190	1	0	0	0	0	0	0	0
ZNF45-AS1_ENSG00000267191	7	8	2	8	4	13	11	1
ENSG00000267193	0	1	0	0	0	0	0	0
ENSG00000267197	0	1	0	0	0	0	0	0
ENSG00000267198	15	15	20	14	5	18	8	8
ENSG00000267199	22	7	19	15	7	9	10	14
LINC01775_ENSG00000267201	0	5	0	0	0	0	1	0
ENSG00000267207	0	0	0	0	0	0	2	0
ENSG00000267212	1	0	0	0	0	0	0	0
DPY19L3-DT_ENSG00000267213	20	17	8	37	20	28	35	24
ENSG00000267215	0	0	0	0	2	2	0	1
ZNF8-ERVK3-1_ENSG00000267216	20	16	25	26	19	17	19	11
ENSG00000267219	3	2	1	3	3	0	5	0
C17orf113_ENSG00000267221	195	109	158	144	148	175	190	256
ENSG00000267222	1	1	0	0	0	2	0	0
MALT1-AS1_ENSG00000267226	4	4	4	9	3	5	8	6
ENSG00000267228	0	3	0	0	0	0	4	0
ENSG00000267243	2	0	0	0	0	0	0	0
ENSG00000267244	36	55	55	35	13	48	9	24
ENSG00000267246	10	14	11	4	2	9	1	0
ENSG00000267247	2	4	1	0	5	0	0	3
ENSG00000267248	27	14	40	31	23	50	11	18
ENSG00000267249	29	24	15	16	17	21	22	14
ENSG00000267251	3	0	1	0	0	1	0	3
WHSC1L2P_ENSG00000267253	0	0	1	0	1	0	1	1
ZNF790-AS1_ENSG00000267254	58	60	53	35	38	59	38	25
ENSG00000267255	0	3	4	0	0	0	0	0
ENSG00000267257	0	0	0	0	0	1	0	0
ENSG00000267260	63	60	101	80	43	99	60	78
ENSG00000267261	0	2	2	0	0	0	0	0
ENSG00000267264	7	8	6	1	0	1	2	4
GP6-AS1_ENSG00000267265	6	3	8	2	1	15	19	7
PARD6G-AS1_ENSG00000267270	8	3	8	6	5	5	1	7
LINC01140_ENSG00000267272	12	27	2	8	16	12	7	16
ENSG00000267274	1	0	0	0	0	0	0	0
ENSG00000267277	22	22	31	24	24	17	18	28
MAP3K14-AS1_ENSG00000267278	54	56	59	60	41	78	79	90
TBX2-AS1_ENSG00000267280	83	89	74	60	78	103	84	138
ATF7-NPFF_ENSG00000267281	53	42	43	32	21	54	3	14
ENSG00000267283	0	4	0	0	0	0	0	0
ENSG00000267284	5	8	7	4	4	3	5	3
ENSG00000267287	2	0	1	7	4	2	0	0
ENSG00000267288	0	3	6	2	3	2	0	0
PIN1-DT_ENSG00000267289	2	0	6	2	0	3	2	1
MAP4K1-AS1_ENSG00000267291	8	7	0	1	2	11	14	5
ENSG00000267293	1	3	3	0	1	1	1	2
CEBPA-DT_ENSG00000267296	114	96	94	88	107	129	170	150
ENSG00000267299	0	2	0	0	0	0	0	0
RNFT1-DT_ENSG00000267302	33	32	31	18	8	29	26	18
ENSG00000267303	0	0	1	1	0	1	0	0
ZNF566-AS1_ENSG00000267309	33	15	32	33	29	36	23	30
ENSG00000267312	1	0	1	0	0	2	1	0
KC6_ENSG00000267313	36	46	52	31	29	40	51	51
ENSG00000267314	0	2	0	1	0	5	0	2
ENSG00000267317	152	136	146	149	143	198	163	153
ENSG00000267318	0	0	1	0	0	1	1	1
SELENOKP1_ENSG00000267319	2	0	3	0	0	0	0	0
SNHG30_ENSG00000267321	288	253	285	261	311	302	210	241
SNHG22_ENSG00000267322	6	2	4	3	0	6	0	1
SLC25A1P5_ENSG00000267323	0	0	0	0	3	0	0	0
LINC01415_ENSG00000267325	1	4	1	0	0	3	1	2
ENSG00000267327	32	37	53	44	28	30	43	42
ENSG00000267335	0	0	0	0	1	0	0	0
EIF4A2P1_ENSG00000267336	2	0	0	1	0	0	0	0
ENSG00000267340	0	0	0	0	0	3	0	0
ENSG00000267342	8	2	4	13	1	5	3	11
ENSG00000267344	0	0	0	0	0	0	0	2
ENSG00000267345	2	0	3	0	0	3	1	0
EIF5AP3_ENSG00000267346	0	0	0	1	0	0	0	0
GEMIN7-AS1_ENSG00000267348	29	35	34	44	34	47	42	25
ENSG00000267353	6	2	1	16	6	2	1	5
ENSG00000267360	0	0	1	0	1	2	0	5
SEC24AP1_ENSG00000267361	0	0	3	0	0	0	0	0
KCNJ2-AS1_ENSG00000267365	13	9	5	3	3	10	11	9
UPK3BL1_ENSG00000267368	73	60	80	58	52	52	50	55
TAF5LP1_ENSG00000267369	6	0	0	0	0	0	0	1
ENSG00000267370	2	0	1	7	2	1	0	0
ENSG00000267372	14	19	15	15	2	11	14	18
MIR924HG_ENSG00000267374	768	853	709	797	620	909	741	745
ENSG00000267383	0	2	0	3	0	1	2	2
ENSG00000267385	4	0	0	3	0	0	2	3
ENSG00000267387	0	0	0	0	0	3	0	2
ENSG00000267388	0	0	0	2	0	0	0	0
KDSR-DT_ENSG00000267390	5	13	20	11	14	19	19	18
DM1-AS_ENSG00000267395	2	6	4	2	2	4	3	6
ENSG00000267397	11	19	13	15	7	15	7	6
ENSG00000267404	0	0	5	6	1	0	0	1
ENSG00000267405	0	3	0	0	0	0	0	0
ENSG00000267412	0	0	0	0	0	1	0	1
SETBP1-DT_ENSG00000267414	3	2	2	0	0	2	2	6
HEATR6-DT_ENSG00000267416	1	0	0	0	0	3	0	7
ZNF56_ENSG00000267419	21	26	25	18	9	27	17	20
ZFP28-DT_ENSG00000267421	0	1	1	0	0	1	1	2
ENSG00000267422	8	7	12	4	8	5	9	7
ENSG00000267424	2	1	2	0	0	0	0	0
ENSG00000267426	17	15	18	15	9	13	7	2
ENSG00000267429	0	1	3	0	0	0	0	4
ENSG00000267430	3	2	0	0	0	2	0	0
DNAH17-AS1_ENSG00000267432	31	24	42	10	10	15	2	0
ENSG00000267439	5	7	13	5	3	7	1	9
LINC02594_ENSG00000267440	1	3	10	1	2	3	1	7
ENSG00000267446	1	1	0	0	0	0	0	1
LINC02073_ENSG00000267452	4	0	0	0	0	0	0	0
ZNF582-DT_ENSG00000267454	127	188	162	120	122	164	68	55
ENSG00000267456	0	0	1	0	0	0	0	0
ENSG00000267457	1	1	0	0	0	0	0	0
ENSG00000267462	0	0	1	0	0	0	0	0
ENSG00000267466	2	3	1	0	0	1	0	3
ZNF571-AS1_ENSG00000267470	7	10	5	16	2	9	1	4
ARHGAP27P2_ENSG00000267472	9	14	38	9	20	20	0	10
ENSG00000267474	0	0	1	1	0	2	0	0
NUDT19-DT_ENSG00000267475	9	7	6	1	6	12	13	12
ENSG00000267478	0	0	0	0	0	0	3	0
ENSG00000267480	2	0	2	2	0	2	1	1
ENSG00000267481	5	5	1	0	0	4	1	0
CIRBP-AS1_ENSG00000267493	35	40	48	33	44	47	31	36
NFE2L3P1_ENSG00000267497	0	0	1	0	0	0	5	0
UQCRFS1-DT_ENSG00000267498	12	4	7	8	1	5	5	2
ZNF887P_ENSG00000267500	45	69	61	66	57	90	88	99
ENSG00000267504	1	0	0	0	0	0	0	0
ENSG00000267505	0	0	1	0	0	0	0	0
ENSG00000267506	2	2	0	4	0	1	0	4
ENSG00000267507	1	0	0	0	0	0	0	0
ZNF285_ENSG00000267508	20	25	25	28	22	30	23	23
ENSG00000267515	0	1	3	0	0	0	0	0
MIR23AHG_ENSG00000267519	23	11	25	29	7	28	8	8
ENSG00000267521	1	0	0	0	0	0	0	0
LINC01864_ENSG00000267522	0	4	0	0	3	0	4	0
ENSG00000267523	22	45	50	19	15	36	5	26
LINC01836_ENSG00000267530	5	0	1	1	0	0	0	0
MIR497HG_ENSG00000267532	22	18	19	25	8	23	9	17
ENSG00000267533	6	3	1	0	5	1	2	2
S1PR2_ENSG00000267534	229	241	177	206	194	244	287	330
LINC00868_ENSG00000267535	0	0	0	0	0	1	0	0
MTCO2P2_ENSG00000267541	14	11	6	16	2	9	1	3
HIKESHIP2_ENSG00000267544	1	3	4	0	1	1	0	0
ENSG00000267546	4	1	1	4	0	6	1	3
ZSCAN5A-AS1_ENSG00000267549	10	7	7	8	4	10	0	8
GNA15-DT_ENSG00000267551	0	0	2	0	0	0	0	0
ENSG00000267560	0	0	0	0	0	0	1	0
ENSG00000267561	1	0	0	0	0	3	0	0
ENSG00000267568	0	0	0	0	0	0	1	2
ENSG00000267571	5	0	3	0	1	5	7	5
ENSG00000267575	137	136	113	140	98	145	136	138
DNAAF3-AS1_ENSG00000267577	3	0	1	0	0	0	2	2
ENSG00000267581	0	0	0	0	0	3	0	2
ENSG00000267583	0	0	0	3	0	0	5	0
LINC00907_ENSG00000267586	2	3	6	5	1	1	2	1
CYP4F24P_ENSG00000267594	0	0	0	0	3	0	0	0
ENSG00000267605	1	2	0	0	0	2	1	0
ENSG00000267607	2	1	9	1	1	4	3	4
ENSG00000267618	1	3	1	3	0	2	0	0
ENSG00000267620	2	0	1	0	0	1	0	0
HAUS5-DT_ENSG00000267626	0	0	0	0	0	0	1	0
ENSG00000267627	0	0	1	0	1	1	0	0
ENSG00000267629	0	2	0	0	0	0	0	0
ENSG00000267632	3	18	7	6	1	17	2	11
ENSG00000267633	0	0	0	0	0	0	1	0
ENSG00000267640	0	0	1	0	2	0	0	0
ASXL3-DT_ENSG00000267642	0	0	0	1	0	0	0	0
ENSG00000267644	0	0	0	2	0	0	0	0
ENSG00000267645	0	0	6	1	3	6	0	0
ENSG00000267646	0	1	0	0	0	0	0	1
ENSG00000267649	7	8	7	9	1	7	4	7
ENSG00000267650	0	0	1	2	0	0	0	0
ENSG00000267651	1	0	3	4	1	0	0	1
ENSG00000267655	10	5	4	8	7	13	9	2
ENSG00000267656	0	0	2	0	0	0	0	0
ENSG00000267665	0	4	0	0	0	0	0	1
ENSG00000267666	14	14	8	17	14	27	17	22
ENSG00000267669	0	3	0	0	0	0	0	0
ENSG00000267672	0	4	0	5	5	0	1	4
FDX2_ENSG00000267673	333	355	360	378	332	391	234	206
EIF5AP2_ENSG00000267679	1	0	4	7	7	0	0	0
ZNF224_ENSG00000267680	236	253	355	228	142	308	167	166
ENSG00000267681	1	1	3	4	0	1	3	3
ERVK-28_ENSG00000267696	0	0	0	0	0	1	0	0
ENSG00000267698	34	11	52	27	38	38	20	46
ENSG00000267699	2	7	3	1	10	9	17	9
ENSG00000267706	1	0	0	0	0	0	0	1
ENSG00000267707	12	4	13	5	4	4	1	8
ENSG00000267709	0	0	3	2	0	0	0	0
LINC01539_ENSG00000267712	0	0	1	0	0	0	0	0
ENSG00000267713	2	0	0	0	0	0	0	0
ENSG00000267714	1	1	0	0	0	0	2	1
LINC02078_ENSG00000267719	0	12	0	1	1	3	0	0
ENSG00000267724	0	2	4	6	0	1	1	0
ENSG00000267731	0	0	2	1	1	4	4	0
